Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,FAQ (product.metafields.app--4284493.faq),Is Subscription Bundle (product.metafields.custom.is_subscription_bundle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Second Description (product.metafields.my_fields.second_description),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
bo-peep-party-dress,,,,,,,,,M (3-5 yrs.),,,,,,,,'10482,231.3321087,shopify,27,deny,manual,54.99,54.99,true,true,,,,,'847942048796,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_BoPeep_Party_Bodice.jpg?v=1782224927,2,"Child wearing a pink dress with a white lace top and blue ribbon design, smiling.",,,,,,,,,,,,,,,,,,,,,lb,,9.99,,,,,,,
bo-peep-party-dress,,,,,,,,,L (5-7 yrs.),,,,,,,,'10483,263.0835746,shopify,29,deny,manual,54.99,54.99,true,true,,,,,'847942048802,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_BoPeep_Party_Skirt.jpg?v=1782224927,3,White tulle skirt with pink polka dots and a large pink bow on a white background,,,,,,,,,,,,,,,,,,,,,lb,,10.62,,,,,,,
bo-peep-party-dress,,,,,,,,,XL (7-9 yrs.),,,,,,,,'10484,290.2991168,shopify,15,deny,manual,54.99,54.99,true,true,,,,,'847942048819,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_BoPeep_Party_Back.jpg?v=1782224927,4,Back view of a child wearing a pink dress with polka dots on a white background,,,,,,,,,,,,,,,,,,,,,lb,,11.30,,,,,,,
bo-peep-party-dress,,,,,,,,,2XL (9-11 yrs.),,,,,,,,'10485,317.514659,shopify,5,deny,manual,59.99,59.99,true,true,,,,,'847942048826,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_Bo_Peep_Party_Dress_IMG_1.jpg?v=1782224927,5,"Child in a pink  and white polka dot dress, holding a shepherds crook standing under a cherry blossom tree",,,,,,,,,,,,,,,,,,,,,lb,,11.96,,,,,,,
bo-peep-party-dress,,,,,,,,,3XL (11-13 yrs.),,,,,,,,'10486,344.7302012,shopify,6,deny,manual,59.99,59.99,true,true,,,,,'847942048833,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_Bo_Peep_Party_Dress_IMG_2.jpg?v=1782224927,6,"Two children holding hands in party dresses, one in a pink and white one, the other in a green and white one, standing under a cherry blossom tree.",,,,,,,,,,,,,,,,,,,,,lb,,12.33,,,,,,,
bo-peep-party-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/10482_Bo_Peep_Party_Dress_IMG_3.jpg?v=1782224927,7,"Young girl in a polka dot dress with a pink bow, holding a hat in one hand and the other holding a crook, standing in front of a white fence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-pop-star,Pink Pop Star,"<p>This Pink Pop Star Dress will transform your child into a dazzling performer, ready to sing, dance, and shine in the spotlight.<br></p>
<ul>
<li>Shimmering pink fabric with an iridescent finish for extra sparkle and shine</li>
<li>Trendy one-shoulder design with a playful ruffle detail across the bodice</li>
<li>Tiered ruffle skirt adds volume, movement, and plenty of twirl-worthy fun</li>
<li>Breathable, Silky Soft, 100% Polyester Fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Tutu Dresses,"dress, new, pink, princess-dress-up-collection, traditional-princess-collection, tutu, tutu-dress-collection, Tutu-skirt-collection",true,Size,S (1-3 yrs.),,,,,,,,'11091,176.9010243,shopify,23,deny,manual,45.99,45.99,true,true,,,,,'847942047782,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_PinkPopStar.jpg?v=1782224926,1,Young girl wearing a pink ruffled dress on a white background,false,,,,,,,,,,,,,,,,,,,,lb,,8.16,true,,,true,,,active
pink-pop-star,,,,,,,,,M (3-5 yrs.),,,,,,,,'11092,185.9728717,shopify,43,deny,manual,45.99,45.99,true,true,,,,,'847942047799,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_PinkPopStar_Bodice.jpg?v=1782224926,2,Child wearing a pink glittery dress with one shoulder design.,,,,,,,,,,,,,,,,,,,,,lb,,8.55,,,,,,,
pink-pop-star,,,,,,,,,L (5-7 yrs.),,,,,,,,'11093,213.1884139,shopify,15,deny,manual,45.99,45.99,true,true,,,,,'847942047805,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_PinkPopStar_Skirt.jpg?v=1782224926,3,"Close-up of a pink, iridescent dress with ruffled layers on a white background",,,,,,,,,,,,,,,,,,,,,lb,,9.17,,,,,,,
pink-pop-star,,,,,,,,,XL (7-9 yrs.),,,,,,,,'11094,222.2602613,shopify,15,deny,manual,45.99,45.99,true,true,,,,,'847942047812,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_PinkPopStar_Back.jpg?v=1782224926,4,Back view of a young girl wearing a pink ruffled dress on a white background,,,,,,,,,,,,,,,,,,,,,lb,,10.01,,,,,,,
pink-pop-star,,,,,,,,,2XL (9-11 yrs.),,,,,,,,'11095,240.4039561,shopify,6,deny,manual,49.99,49.99,true,true,,,,,'847942047829,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_Pink_Pop_Star_IMG_1.jpg?v=1782224926,5,Young girl in a pink ruffled dress wearing black boots with flowers standing in front of a mirror.,,,,,,,,,,,,,,,,,,,,,lb,,10.94,,,,,,,
pink-pop-star,,,,,,,,,3XL (11-13 yrs.),,,,,,,,'11096,258.5476509,shopify,5,deny,manual,49.99,49.99,true,true,,,,,'847942047836,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_Pink_Pop_Star_IMG_2.jpg?v=1782224926,6,"Young girl in a pink ruffled dress holding a microphone and wearing sunglasses, standing in front of a white wall featuring a banner with hands with bracelets on them.",,,,,,,,,,,,,,,,,,,,,lb,,11.29,,,,,,,
pink-pop-star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/11092_Pink_Pop_Star_IMG_3.jpg?v=1782224926,7,"Young girl in a pink ruffle dress smiling at herself, standing in front of a mirror.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-princess,Galactic Princess,"<p>This Galactic Princess Dress will transform your child into a courageous leader, ready to embark on daring missions across the stars.</p>
<ul>
<li>Soft stretch white bodice with attached galactic hood</li>
<li>Long flowing sleeves and knit skirt</li>
<li>Sewn in silver belt adorned with white gems</li>
<li>Breathable, Silky soft, 100% Polyester Fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"action-adventure-collection, Galactic-collection, han, han solo, leah, leia, luke, new, princess-collection, princess-dress-collection, princess-dress-up-collection, ray, rei, rey, star, Star Wars, starwars, wars",true,Size,S (1-3 yrs.),,,,,,,,'11081,195.0447191,shopify,17,deny,manual,45.99,45.99,true,true,,,,,'847942048727,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_GalacticPrincess.jpg?v=1782224925,1,Young girl in a white dress with a silver belt on a white background,false,,,,,,,,,,,,,,,,,,,,lb,,6.95,true,,,true,,,active
galactic-princess,,,,,,,,,M (3-5 yrs.),,,,,,,,'11082,208.6524902,shopify,46,deny,manual,45.99,45.99,true,true,,,,,'847942048734,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_GalacticPrincess_Sleeve.jpg?v=1782224925,2,Up-close image of white flowy sleeve on young girl.,,,,,,,,,,,,,,,,,,,,,lb,,7.35,,,,,,,
galactic-princess,,,,,,,,,L (5-7 yrs.),,,,,,,,'11083,244.9398798,shopify,20,deny,manual,45.99,45.99,true,true,,,,,'847942048741,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_GalacticPrincess_Bodice.jpg?v=1782224925,3,Up-close image of white bodice with a silver belt adorned with gems worn by a young girl.,,,,,,,,,,,,,,,,,,,,,lb,,7.74,,,,,,,
galactic-princess,,,,,,,,,XL (7-9 yrs.),,,,,,,,'11084,267.6194983,shopify,17,deny,manual,45.99,45.99,true,true,,,,,'847942048758,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_GalacticPrincess_Back.jpg?v=1782224925,4,Child wearing a white dress with a sewn in silver belt and sewn on hood.,,,,,,,,,,,,,,,,,,,,,lb,,8.04,,,,,,,
galactic-princess,,,,,,,,,2XL (9-11 yrs.),,,,,,,,'11085,317.514659,shopify,3,deny,manual,49.99,49.99,true,true,,,,,'847942048765,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_Galactic_Princess_IMG_2.jpg?v=1782224925,5,Young girl walking in a living room wearing a white dress with a hood.,,,,,,,,,,,,,,,,,,,,,lb,,8.77,,,,,,,
galactic-princess,,,,,,,,,3XL (11-13 yrs.),,,,,,,,'11086,353.8020486,shopify,6,deny,manual,49.99,49.99,true,true,,,,,'847942048772,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_Galactic_Princess_IMG_1.jpg?v=1782224925,6,Child in a white costume holding a toy galactic laser weapon in a room with wooden flooring and white door with windows.,,,,,,,,,,,,,,,,,,,,,lb,,9.07,,,,,,,
galactic-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_Galactic_Princess_IMG_4.jpg?v=1782224925,7,"Two girls and one boy sitting on a white couch wearing galactic themed dress ups, with a scenic image on the wall behind them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_Galactic_Princess_IMG_3.jpg?v=1782224925,8,Child in a white dress with a hood holding a foam sword standing in front  a white door with square windows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/11082_GalacticPrincess_Hood.jpg?v=1782224925,9,Young girl in a white dress  with a silver belt and hood on with long hair on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-firefighter-set,Red Firefighter Set,"<div>This Red Firefighter Set will transform your child into a brave first responder, ready to race into action and save the day.<br><meta charset=""utf-8"">
</div>
<ul>
<li>Soft red canvas jacket with reflective strips and black collar</li>
<li>Matching red canvas pants</li>
<li>Adjustable red suspenders attached to pants<br>
</li>
<li><span>Breathable, Silky Soft, 100% Polyester Fabrics</span></li>
<li>Firefighter Hat Sold Separately</li>
</ul>","Little Adventures, LLC",Toys & Games > Toys > Pretend Play > Pretend Professions & Role Playing,Adventure Dress Ups,"action-adventure-collection, career, career wear, career-collection, fighter, fire, fire man, fire woman, fireman, firewoman, man, new",true,Size,S (1-3 yrs.),,,,,,,,'14191,335.6583538,shopify,22,deny,manual,56.99,56.99,true,true,,,,,'847942049601,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter_NoHat.jpg?v=1782224923,1,"Young boy wearing a red canvas fire fighter outfit with yellow and gray reflective stripes on it, and fire department symbol on the chest, standing on a white background.",false,,,,,,,,,,,,,,,,,,,,lb,,10.12,true,,,true,,,active
red-firefighter-set,,,,,,,,,M (3-5 yrs.),,,,,,,,'14192,381.0175908,shopify,33,deny,manual,56.99,56.99,true,true,,,,,'847942049618,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter_Bodice.jpg?v=1782224923,2,Up-close view of a child wearing a red fire department costume with reflective stripes on a white background,,,,,,,,,,,,,,,,,,,,,lb,,10.46,,,,,,,
red-firefighter-set,,,,,,,,,L (5-7 yrs.),,,,,,,,'14193,421.8409041,shopify,19,deny,manual,56.99,56.99,true,true,,,,,'847942049625,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter_NoCoat.jpg?v=1782224923,3,Child wearing red firefighter pants with suspenders and reflective stripes on a white background,,,,,,,,,,,,,,,,,,,,,lb,,10.86,,,,,,,
red-firefighter-set,,,,,,,,,XL (7-9 yrs.),,,,,,,,'14194,453.59237,shopify,11,deny,manual,56.99,56.99,true,true,,,,,'847942049632,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter_Back.jpg?v=1782224923,4,Child wearing a red fire suit with reflective stripes on a white background,,,,,,,,,,,,,,,,,,,,,lb,,11.07,,,,,,,
red-firefighter-set,,,,,,,,,2XL (9-11 yrs.),,,,,,,,'14195,503.4875307,shopify,6,deny,manual,59.99,59.99,true,true,,,,,'847942049649,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter_NoCoat_Back.jpg?v=1782224923,5,Child wearing red overalls with reflective stripes on a white background,,,,,,,,,,,,,,,,,,,,,lb,,11.51,,,,,,,
red-firefighter-set,,,,,,,,,3XL (11-13 yrs.),,,,,,,,'14196,535.2389966,shopify,6,deny,manual,59.99,59.99,true,true,,,,,'847942049656,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_Red_Firefighter_Set_IMG_1_f33efc85-1b34-46a1-8e16-3e276210f640.jpg?v=1782224923,6,"",,,,,,,,,,,,,,,,,,,,,lb,,11.87,,,,,,,
red-firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_Red_Firefighter_Set_IMG_2.jpg?v=1782224924,7,Two children in firefighter and police officer costumes standing in a bedroom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_Red_Firefighter_Set_IMG_3.jpg?v=1782224923,8,Two children in police and firefighter costumes playing with a ladder and slide indoors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-firefighter-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/14192_RedFirefighter.jpg?v=1782224923,9,Child wearing a red fireman costume with a helmet on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-gold-robot-twirl-dress,Galactic Gold Robot Twirl Dress,"<p>This Galactic Gold Robot Twirl Dress will transform your child into a shining galactic hero, ready for space missions, epic discoveries, and endless twirls.</p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>Soft metallic gold bodice with a circular embroidered chest detail and matching skirt</li>
<li>Sewn in black waistband with colorful wire-like lines.</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"action-adventure-collection, C 3PO, C3PO, chewbacca, chewie, Galactic-collection, han, han solo, new, princess-dress-up-collection, R2, R2 D2, R2D2, star, Star Wars, starwars, twirl dress, twirl-dress-collection, wars",true,Size,2,,,,,,,,'10771,195.0447191,shopify,24,deny,manual,39.99,39.99,true,true,,,,,'847942048963,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_GalacticGoldTwirlDress.jpg?v=1782224921,1,Young girl wearing a gold dress with a black belt with colorful wires on a white background,false,,,,,,,,,,,,,,,,,,,,lb,,6.09,true,,,true,,,active
galactic-gold-robot-twirl-dress,,,,,,,,,4,,,,,,,,'10772,208.6524902,shopify,37,deny,manual,39.99,39.99,true,true,,,,,'847942048970,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_GalacticGoldTwirlDress_Bodicew.jpg?v=1782224922,2,Close-up of a child wearing a metallic gold robot-inspired dress featuring a circular embroidered chest detail and a black waistband with colorful wire-like lines.,,,,,,,,,,,,,,,,,,,,,lb,,6.58,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,6,,,,,,,,'10773,244.9398798,shopify,26,deny,manual,39.99,39.99,true,true,,,,,'847942048987,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_GalacticGoldTwirlDress_Skirt.jpg?v=1782224921,3,Gold skirt being held up with a white background,,,,,,,,,,,,,,,,,,,,,lb,,7.49,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,8,,,,,,,,'10774,267.6194983,shopify,12,deny,manual,39.99,39.99,true,true,,,,,'847942048994,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_GalacticGoldTwirlDress_Back.jpg?v=1782224921,4,Young girl wearing a gold dress with a black belt on a white background,,,,,,,,,,,,,,,,,,,,,lb,,8.29,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,10,,,,,,,,'10775,317.514659,shopify,9,deny,manual,44.99,44.99,true,true,,,,,'847942049007,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_Galactic_Gold_Robot_Twirl_Dress_IMG_1.jpg?v=1782224922,5,"Two young girls with their arms around each other, one wearing a gold robot dress, the other wearing a blue and white robot dress.",,,,,,,,,,,,,,,,,,,,,lb,,9.09,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,12,,,,,,,,'10776,353.8020486,shopify,4,deny,manual,44.99,44.99,true,true,,,,,'847942049014,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_Galactic_Gold_Robot_Twirl_Dress_IMG_2.jpg?v=1782224921,6,Child in a gold and black dress walking outdoors on a grassy area,,,,,,,,,,,,,,,,,,,,,lb,,9.93,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_Galactic_Gold_Robot_Twirl_Dress_IMG_3.jpg?v=1782224922,7,"Child in a gold dress holding a doll, wearing a matching dress, standing on a wooden floor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-gold-robot-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/10772_Galactic_Gold_Robot_Twirl_Dress_IMG_4.jpg?v=1782224922,8,Young girl in a gold dress standing in a natural setting with fallen logs and plants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galactic-silver-robot-twirl-dress,Galactic Silver Robot Twirl Dress,"<p>This Galactic Silver Robot Twirl Dress will transform your child into a clever galactic sidekick, ready to explore distant planets and twirl through every adventure.</p>
<ul>
<li>Designed for twirling - cut from a full circle of fabric which allows it to billow out as your little one spins and dances</li>
<li>oft white and blue bodice with a printed electronic control unit and matching skirt</li>
<li>Sewn on blue belt and matching neck trim</li>
<li>Made from breathable, stretchy, mid-grade soft knit fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Apparel & Accessories > Clothing > Dresses,Twirl Dress,"action-adventure-collection, C 3PO, C3PO, chewbacca, chewie, Galactic-collection, han, han solo, new, princess-dress-up-collection, R2, R2 D2, R2D2, star, Star Wars, starwars, twirl dress, twirl-dress-collection, wars",true,Size,2,,,,,,,,'10761,195.0447191,shopify,22,deny,manual,39.99,39.99,true,true,,,,,'847942048901,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_GalacticSilverTwirlDress.jpg?v=1782224919,1,Young girl wearing a blue and white robot dress standing against a white background.,false,,,,,,,,,,,,,,,,,,,,lb,,6.21,true,,,true,,,active
galactic-silver-robot-twirl-dress,,,,,,,,,4,,,,,,,,'10762,208.6524902,shopify,30,deny,manual,39.99,39.99,true,true,,,,,'847942048918,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_GalacticSilver_Bodice.jpg?v=1782224919,2,Up-close image of white bodice with blue and black control panel print and sewn in blue belt.,,,,,,,,,,,,,,,,,,,,,lb,,6.62,,,,,,,
galactic-silver-robot-twirl-dress,,,,,,,,,6,,,,,,,,'10763,244.9398798,shopify,16,deny,manual,39.99,39.99,true,true,,,,,'847942048925,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_GalacticSilver_Skirt.jpg?v=1782224920,3,Up-close image of of twirl skirt being held out with blue and gray buttons.,,,,,,,,,,,,,,,,,,,,,lb,,7.22,,,,,,,
galactic-silver-robot-twirl-dress,,,,,,,,,8,,,,,,,,'10764,267.6194983,shopify,17,deny,manual,39.99,39.99,true,true,,,,,'847942048932,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_GalacticSilver_Back.jpg?v=1782224920,4,White dress with blue belt worn by a young girl on a white background,,,,,,,,,,,,,,,,,,,,,lb,,7.86,,,,,,,
galactic-silver-robot-twirl-dress,,,,,,,,,10,,,,,,,,'10765,317.514659,shopify,6,deny,manual,44.99,44.99,true,true,,,,,'847942048949,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_Galactic_Silver_Robot_Twirl_Dress_IMG_1.jpg?v=1782224920,5,"Two young girls with their arms around each other, one wearing a gold robot dress, the other wearing a blue and white robot dress.",,,,,,,,,,,,,,,,,,,,,lb,,8.69,,,,,,,
galactic-silver-robot-twirl-dress,,,,,,,,,12,,,,,,,,'10766,353.8020486,shopify,2,deny,manual,44.99,44.99,true,true,,,,,'847942048956,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_Galactic_Silver_Robot_Twirl_Dress_IMG_2.jpg?v=1782224920,6,Young girl in a wearing a white and blue robot dress standing outdoors near trees.,,,,,,,,,,,,,,,,,,,,,lb,,9.40,,,,,,,
galactic-silver-robot-twirl-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/10762_Galactic_Silver_Robot_Twirl_Dress_IMG_3.jpg?v=1782224920,7,"Two girls and one boy sitting on a white couch wearing galactic themed dress ups, with a scenic image on the wall behind them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanted-island-princess,Enchanted Island Princess,"<p><meta charset=""utf-8"">Designed for dreamy escapes, this Enchanted Island Princess dress brings the spirit of the tropics to life and sets the stage for a journey across the sea.<br></p>
<ul>
<li>Knit bodice with maroon tribal print with dark coral details and matching sash</li>
<li>Overskirt has a Plumeria flower print and slit to feature the grass printed china silk skirt</li>
<li>Back of the dress features a lace-up corset to ensure a perfect fit</li>
<li>Breathable, Silky Soft, 100% Polyester Fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Toys & Games > Toys > Pretend Play > Pretend Professions & Role Playing,Adult Dress,"adult-dress-up-collection, adult-princess-collection, featured, maui, Moana, moana costume, new, poly, polynesian, polynesian dress, polynesian princess, polynesian princess dress",true,Size,XS (0-2),,,,,,,,'52240,312.9787353,shopify,10,deny,manual,89.99,89.99,true,true,,,,,'847942048406,https://cdn.shopify.com/s/files/1/1944/4861/files/52241_Adult_Enchanted_Island_Princess_Main_c3a7a647-9a60-433d-b24f-742483d3027c.jpg?v=1777492182,1,Woman wearing Enchanted Island Princess on a white background,false,,,,,,,new,,,,,,,,,,,,,lb,,18.19,true,,,true,,,active
enchanted-island-princess,,,,,,,,,S (2-4),,,,,,,,'52241,331.1224301,shopify,9,deny,manual,89.99,89.99,true,true,,,,,'847942048413,https://cdn.shopify.com/s/files/1/1944/4861/files/52241_Adult_Enchanted_Island_Princess_Bodice.jpg?v=1777491558,2,Up-Close image featuring orange and maroon tribal print top,,,,,,,,,,,,,,,,,,,,,lb,,18.51,,,,,,,
enchanted-island-princess,,,,,,,,,M (6-8),,,,,,,,'52242,344.7302012,shopify,14,deny,manual,89.99,89.99,true,true,,,,,'847942048420,https://cdn.shopify.com/s/files/1/1944/4861/files/52241_Adult_Enchanted_Island_Princess_Skirt.jpg?v=1777491558,3,"Close-up of a floral patterned skirt with an orange tie, over grass printed skirt.",,,,,,,,,,,,,,,,,,,,,lb,,18.87,,,,,,,
enchanted-island-princess,,,,,,,,,L (10-12),,,,,,,,'52243,358.3379723,shopify,12,deny,manual,89.99,89.99,true,true,,,,,'847942048437,https://cdn.shopify.com/s/files/1/1944/4861/files/52241_Adult_Enchanted_Island_Princess_Back.jpg?v=1777492033,4,Back view of enchanted island princess showing off laced up back,,,,,,,,,,,,,,,,,,,,,lb,,19.34,,,,,,,
enchanted-island-princess,,,,,,,,,XL (14-16),,,,,,,,'52244,381.0175908,shopify,13,deny,manual,89.99,89.99,true,true,,,,,'847942048444,https://cdn.shopify.com/s/files/1/1944/4861/files/52241-Adult-Enchanted-Island-Princess-IMG-1.jpg?v=1777492515,5,Woman in Island princess dress in front of green shrubs,,,,,,,,,,,,,,,,,,,,,lb,,19.79,,,,,,,
enchanted-island-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/52241-Adult-Enchanted-Island-Princess-IMG-2.jpg?v=1777492514,6,Back view of woman in Island princess dress in front of green shrubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanted-island-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/52241-Adult-Enchanted-Island-Princess-IMG-3.jpg?v=1777492514,7,Young Woman wearing a floral crown and Island princess dress in front of green shrubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanted-island-princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1944/4861/files/52241-Adult-Enchanted-Island-Princess-IMG-4.jpg?v=1777492517,8,Young woman with a floral headband in a natural setting with island princess top in view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilac-mermaid,Lilac Mermaid *Sale Exclusive*,"<p><meta charset=""utf-8"">From ocean dreams to sparkling adventures, this Lilac Mermaid dress-up makes playtime magical.</p>
<ul>
<li>Bodice made of a soft knit that has a shimmery foil print and china silk sleeves</li>
<li>Embellished with a heat seal mint starfish and matching trim</li>
<li>Fin is made up of a plethora of colors that glimmer and shine as the light hits them to give it that realistic scale feeling</li>
<li>Breathable, Silky Soft, 100% Polyester Fabrics</li>
<li>Accessories Sold Separately</li>
</ul>","Little Adventures, LLC",Toys & Games > Toys > Pretend Play > Pretend Professions & Role Playing,The Traditional Princess,"arial, ariel, best-sellers, deal, Fin, fins, FS2025, girl, girl-gift-guide, green, larger size, little mermaid, Mermaid, princess, princess-collection, princess-dress-up-collection, purple, queen, Tail, traditional-princess-collection",false,Size,S (1-3 yrs.),,,,,,,,'99321,140.6136347,shopify,0,deny,manual,22.99,45.99,true,true,,,,,'847942048093,https://cdn.shopify.com/s/files/1/1944/4861/files/99321-99324_LilacMermaid.jpg?v=1773269400,1,"",false,,,Toys & Games > Toys > Pretend Play,female,kids,,new,,,,,,,,,,,'11,,lb,,8.17,true,,,true,,,archived
lilac-mermaid,,,,,,,,,M (3-5 yrs.),,,,,,,,'99322,158.7573295,shopify,0,deny,manual,22.99,45.99,true,true,,,,,'847942048109,https://cdn.shopify.com/s/files/1/1944/4861/files/99321-99324_LilacMermaid_Bodice.jpg?v=1773269400,2,"",,,,,,,,,,,,,,,,,,,,,lb,,8.69,,,,,,,
